"Data","Hora","Abertura","Máxima","Mínima","Fechamento","ULT"
"14/12/2022","14:15:00","104.190,0000","104.335,0000","104.095,0000","104.300,0000","104.710,0000"
"14/12/2022","14:10:00","104.420,0000","104.450,0000","104.165,0000","104.190,0000","104.710,0000"
"14/12/2022","14:05:00","104.305,0000","104.605,0000","104.290,0000","104.420,0000","104.710,0000"
"14/12/2022","14:00:00","104.090,0000","104.455,0000","104.090,0000","104.310,0000","104.710,0000"
"14/12/2022","13:55:00","104.050,0000","104.190,0000","104.040,0000","104.090,0000","104.710,0000"
"14/12/2022","13:50:00","104.115,0000","104.240,0000","104.030,0000","104.055,0000","104.710,0000"
"14/12/2022","13:45:00","103.945,0000","104.120,0000","103.890,0000","104.115,0000","104.710,0000"
"14/12/2022","13:40:00","103.930,0000","104.040,0000","103.905,0000","103.945,0000","104.710,0000"
"14/12/2022","13:35:00","103.990,0000","104.115,0000","103.920,0000","103.935,0000","104.710,0000"
"14/12/2022","13:30:00","104.270,0000","104.290,0000","103.960,0000","103.995,0000","104.710,0000"
"14/12/2022","13:25:00","104.215,0000","104.315,0000","104.140,0000","104.270,0000","104.710,0000"
"14/12/2022","13:20:00","104.170,0000","104.225,0000","104.070,0000","104.210,0000","104.710,0000"
"14/12/2022","13:15:00","104.130,0000","104.170,0000","103.970,0000","104.165,0000","104.710,0000"
"14/12/2022","13:10:00","104.090,0000","104.160,0000","104.065,0000","104.130,0000","104.710,0000"
"14/12/2022","13:05:00","104.180,0000","104.185,0000","104.040,0000","104.090,0000","104.710,0000"
"14/12/2022","13:00:00","104.325,0000","104.340,0000","104.170,0000","104.180,0000","104.710,0000"
"14/12/2022","12:55:00","104.135,0000","104.335,0000","104.135,0000","104.320,0000","104.710,0000"
"14/12/2022","12:50:00","104.100,0000","104.320,0000","104.090,0000","104.135,0000","104.710,0000"
"14/12/2022","12:45:00","103.980,0000","104.110,0000","103.835,0000","104.100,0000","104.710,0000"
"14/12/2022","12:40:00","103.940,0000","104.045,0000","103.850,0000","103.980,0000","104.710,0000"
"14/12/2022","12:35:00","104.105,0000","104.160,0000","103.860,0000","103.940,0000","104.710,0000"
"14/12/2022","12:30:00","103.900,0000","104.115,0000","103.810,0000","104.105,0000","104.710,0000"
"14/12/2022","12:25:00","104.010,0000","104.065,0000","103.855,0000","103.905,0000","104.710,0000"
"14/12/2022","12:20:00","103.990,0000","104.040,0000","103.885,0000","104.015,0000","104.710,0000"
"14/12/2022","12:15:00","103.770,0000","104.025,0000","103.635,0000","103.990,0000","104.710,0000"
"14/12/2022","12:10:00","103.920,0000","103.970,0000","103.670,0000","103.770,0000","104.710,0000"
"14/12/2022","12:05:00","103.770,0000","104.005,0000","103.765,0000","103.925,0000","104.710,0000"
"14/12/2022","12:00:00","103.970,0000","104.170,0000","103.755,0000","103.770,0000","104.710,0000"
"14/12/2022","11:55:00","104.055,0000","104.080,0000","103.905,0000","103.970,0000","104.710,0000"
"14/12/2022","11:50:00","104.245,0000","104.320,0000","103.945,0000","104.055,0000","104.710,0000"
"14/12/2022","11:45:00","104.375,0000","104.475,0000","104.080,0000","104.245,0000","104.710,0000"
"14/12/2022","11:40:00","104.605,0000","104.655,0000","104.320,0000","104.370,0000","104.710,0000"
"14/12/2022","11:35:00","104.485,0000","104.730,0000","104.240,0000","104.600,0000","104.710,0000"
"14/12/2022","11:30:00","104.645,0000","104.735,0000","104.295,0000","104.480,0000","104.710,0000"
"14/12/2022","11:25:00","104.830,0000","104.850,0000","104.590,0000","104.645,0000","104.710,0000"
"14/12/2022","11:20:00","104.825,0000","105.020,0000","104.815,0000","104.835,0000","104.710,0000"
"14/12/2022","11:15:00","104.780,0000","104.855,0000","104.675,0000","104.825,0000","104.710,0000"
"14/12/2022","11:10:00","104.575,0000","104.785,0000","104.440,0000","104.785,0000","104.710,0000"
"14/12/2022","11:05:00","104.720,0000","104.780,0000","104.560,0000","104.570,0000","104.710,0000"
"14/12/2022","11:00:00","104.985,0000","105.060,0000","104.685,0000","104.720,0000","104.710,0000"
"14/12/2022","10:55:00","104.965,0000","105.025,0000","104.810,0000","104.985,0000","104.710,0000"
"14/12/2022","10:50:00","105.010,0000","105.025,0000","104.810,0000","104.960,0000","104.710,0000"
"14/12/2022","10:45:00","104.910,0000","105.065,0000","104.805,0000","105.005,0000","104.710,0000"
"14/12/2022","10:40:00","104.555,0000","104.935,0000","104.530,0000","104.905,0000","104.710,0000"
"14/12/2022","10:35:00","104.495,0000","104.620,0000","104.340,0000","104.555,0000","104.710,0000"
"14/12/2022","10:30:00","104.480,0000","104.545,0000","104.280,0000","104.490,0000","104.710,0000"
"14/12/2022","10:25:00","104.510,0000","104.695,0000","104.460,0000","104.475,0000","104.710,0000"
"14/12/2022","10:20:00","104.480,0000","104.600,0000","104.420,0000","104.505,0000","104.710,0000"
"14/12/2022","10:15:00","104.620,0000","104.670,0000","104.385,0000","104.475,0000","104.710,0000"
"14/12/2022","10:10:00","104.540,0000","104.795,0000","104.540,0000","104.615,0000","104.710,0000"
"14/12/2022","10:05:00","104.610,0000","104.885,0000","104.530,0000","104.540,0000","104.710,0000"
"14/12/2022","10:00:00","104.575,0000","104.715,0000","104.535,0000","104.610,0000","104.710,0000"
"14/12/2022","09:55:00","104.570,0000","104.615,0000","104.405,0000","104.580,0000","104.710,0000"
"14/12/2022","09:50:00","104.705,0000","104.715,0000","104.515,0000","104.570,0000","104.710,0000"
"14/12/2022","09:45:00","104.665,0000","104.760,0000","104.585,0000","104.700,0000","104.710,0000"
"14/12/2022","09:40:00","104.635,0000","104.695,0000","104.545,0000","104.665,0000","104.710,0000"
"14/12/2022","09:35:00","104.505,0000","104.685,0000","104.435,0000","104.635,0000","104.710,0000"
"14/12/2022","09:30:00","104.460,0000","104.625,0000","104.450,0000","104.495,0000","104.710,0000"
"14/12/2022","09:25:00","104.385,0000","104.470,0000","104.245,0000","104.465,0000","104.710,0000"
"14/12/2022","09:20:00","104.250,0000","104.415,0000","104.180,0000","104.380,0000","104.710,0000"
"14/12/2022","09:15:00","104.195,0000","104.290,0000","104.065,0000","104.250,0000","104.710,0000"
"14/12/2022","09:10:00","104.615,0000","104.645,0000","104.165,0000","104.195,0000","104.710,0000"
"14/12/2022","09:05:00","104.610,0000","104.810,0000","104.565,0000","104.610,0000","104.710,0000"
"14/12/2022","09:00:00","105.140,0000","105.470,0000","104.455,0000","104.605,0000","104.710,0000"
"13/12/2022","18:30:00","105.934,9758","105.934,9758","105.934,9758","105.934,9758","104.710,0000"
"13/12/2022","18:20:00","106.088,3343","106.124,1180","106.006,5431","106.052,5507","104.710,0000"
"13/12/2022","18:15:00","105.980,9833","106.098,5582","105.873,6324","106.088,3343","104.710,0000"
"13/12/2022","18:10:00","105.786,7292","106.037,2148","105.720,2738","105.975,8714","104.710,0000"
"13/12/2022","18:05:00","105.720,2738","105.924,7519","105.612,9228","105.786,7292","104.710,0000"
"13/12/2022","18:00:00","105.531,1316","105.776,5053","105.403,3328","105.720,2738","104.710,0000"
"13/12/2022","17:55:00","105.960,5355","105.965,6475","105.434,0045","105.531,1316","104.710,0000"
"13/12/2022","17:50:00","106.078,1104","106.185,4614","105.934,9758","105.960,5355","104.710,0000"
"13/12/2022","17:45:00","106.062,7746","106.175,2375","106.047,4387","106.078,1104","104.710,0000"
"13/12/2022","17:40:00","105.991,2072","106.195,6853","105.919,6399","106.062,7746","104.710,0000"
"13/12/2022","17:35:00","106.067,8865","106.175,2375","105.853,1845","105.986,0953","104.710,0000"
"13/12/2022","17:30:00","106.343,9319","106.359,2678","106.047,4387","106.067,8865","104.710,0000"
"13/12/2022","17:25:00","106.308,1483","106.359,2678","106.154,7897","106.343,9319","104.710,0000"
"13/12/2022","17:20:00","106.318,3722","106.379,7156","106.236,5809","106.313,2602","104.710,0000"
"13/12/2022","17:15:00","106.267,2526","106.405,2753","106.221,2451","106.313,2602","104.710,0000"
"13/12/2022","17:10:00","106.016,7670","106.272,3646","105.894,0802","106.257,0287","104.710,0000"
"13/12/2022","17:05:00","105.858,2965","106.180,3495","105.858,2965","106.016,7670","104.710,0000"
"13/12/2022","17:00:00","106.241,6929","106.257,0287","105.837,8487","105.863,4085","104.710,0000"
"13/12/2022","16:55:00","106.272,3646","106.405,2753","106.200,7973","106.246,8048","104.710,0000"
"13/12/2022","16:50:00","106.236,5809","106.466,6188","106.170,1256","106.272,3646","104.710,0000"
"13/12/2022","16:45:00","106.282,5885","106.338,8200","106.129,2299","106.241,6929","104.710,0000"
"13/12/2022","16:40:00","106.144,5658","106.430,8351","106.052,5507","106.282,5885","104.710,0000"
"13/12/2022","16:35:00","105.960,5355","106.154,7897","105.842,9606","106.144,5658","104.710,0000"
"13/12/2022","16:30:00","106.103,6702","106.103,6702","105.638,4826","105.960,5355","104.710,0000"
"13/12/2022","16:25:00","106.430,8351","106.430,8351","105.791,8411","106.113,8941","104.710,0000"
"13/12/2022","16:20:00","106.681,3207","106.717,1044","106.282,5885","106.430,8351","104.710,0000"
"13/12/2022","16:15:00","106.855,1271","107.034,0454","106.512,6263","106.681,3207","104.710,0000"
"13/12/2022","16:10:00","106.921,5825","106.931,8064","106.527,9622","106.855,1271","104.710,0000"
"13/12/2022","16:05:00","107.673,0394","107.683,2633","106.870,4629","106.926,6944","104.710,0000"
"13/12/2022","16:00:00","107.396,9940","107.683,2633","107.371,4342","107.673,0394","104.710,0000"
"13/12/2022","15:55:00","107.274,3071","107.417,4418","107.126,0605","107.391,8820","104.710,0000"
"13/12/2022","15:50:00","107.499,2330","107.540,1286","107.253,8593","107.274,3071","104.710,0000"
"13/12/2022","15:45:00","107.729,2708","107.754,8306","107.468,5613","107.499,2330","104.710,0000"
"13/12/2022","15:40:00","107.652,5916","107.749,7186","107.616,8079","107.724,1589","104.710,0000"
"13/12/2022","15:35:00","107.601,4720","107.693,4872","107.581,0242","107.647,4796","104.710,0000"
"13/12/2022","15:30:00","107.662,8155","107.780,3904","107.591,2481","107.596,3601","104.710,0000"
"13/12/2022","15:25:00","107.765,0545","107.770,1664","107.611,6959","107.667,9274","104.710,0000"
"13/12/2022","15:20:00","107.816,1740","107.969,5326","107.724,1589","107.759,9425","104.710,0000"
"13/12/2022","15:15:00","107.698,5991","107.857,0696","107.642,3677","107.816,1740","104.710,0000"
"13/12/2022","15:10:00","107.555,4645","107.719,0469","107.550,3525","107.693,4872","104.710,0000"
"13/12/2022","15:05:00","107.693,4872","107.744,6067","107.519,6808","107.560,5764","104.710,0000"
"13/12/2022","15:00:00","107.606,5840","107.724,1589","107.575,9123","107.693,4872","104.710,0000"
"13/12/2022","14:55:00","107.540,1286","107.673,0394","107.509,4569","107.606,5840","104.710,0000"
"13/12/2022","14:50:00","107.535,0167","107.647,4796","107.468,5613","107.535,0167","104.710,0000"
"13/12/2022","14:45:00","107.601,4720","107.683,2633","107.483,8972","107.529,9047","104.710,0000"
"13/12/2022","14:40:00","107.478,7852","107.606,5840","107.361,2103","107.601,4720","104.710,0000"
"13/12/2022","14:35:00","107.396,9940","107.540,1286","107.320,3147","107.483,8972","104.710,0000"
"13/12/2022","14:30:00","107.304,9788","107.453,2254","107.161,8442","107.396,9940","104.710,0000"
"13/12/2022","14:25:00","107.197,6279","107.386,7701","107.166,9561","107.304,9788","104.710,0000"
"13/12/2022","14:20:00","107.299,8669","107.315,2027","107.126,0605","107.202,7398","104.710,0000"
"13/12/2022","14:15:00","107.678,1513","107.688,3752","107.279,4191","107.294,7549","104.710,0000"
"13/12/2022","14:10:00","107.897,9652","107.897,9652","107.647,4796","107.678,1513","104.710,0000"
"13/12/2022","14:05:00","107.887,7413","107.984,8684","107.816,1740","107.892,8533","104.710,0000"
"13/12/2022","14:00:00","107.872,4055","107.984,8684","107.841,7338","107.892,8533","104.710,0000"
"13/12/2022","13:55:00","107.616,8079","107.887,7413","107.540,1286","107.872,4055","104.710,0000"
"13/12/2022","13:50:00","107.805,9501","107.867,2935","107.611,6959","107.616,8079","104.710,0000"
"13/12/2022","13:45:00","107.954,1967","107.995,0923","107.780,3904","107.805,9501","104.710,0000"
"13/12/2022","13:40:00","107.877,5174","107.984,8684","107.780,3904","107.949,0848","104.710,0000"
"13/12/2022","13:35:00","108.000,2043","108.010,4282","107.816,1740","107.882,6294","104.710,0000"
"13/12/2022","13:30:00","107.989,9804","108.071,7716","107.928,6370","108.000,2043","104.710,0000"
"13/12/2022","13:25:00","107.954,1967","108.046,2118","107.826,3979","107.995,0923","104.710,0000"
"13/12/2022","13:20:00","108.010,4282","108.092,2194","107.923,5250","107.959,3087","104.710,0000"
"13/12/2022","13:15:00","108.148,4509","108.148,4509","107.708,8230","108.015,5401","104.710,0000"
"13/12/2022","13:10:00","108.138,2270","108.230,2421","108.117,7792","108.148,4509","104.710,0000"
"13/12/2022","13:05:00","108.306,9214","108.352,9289","108.122,8911","108.133,1150","104.710,0000"
"13/12/2022","13:00:00","108.148,4509","108.337,5931","108.143,3389","108.306,9214","104.710,0000"
"13/12/2022","12:55:00","108.230,2421","108.260,9138","108.122,8911","108.148,4509","104.710,0000"
"13/12/2022","12:50:00","108.046,2118","108.271,1377","108.015,5401","108.235,3541","104.710,0000"
"13/12/2022","12:45:00","108.337,5931","108.409,1604","108.041,0999","108.046,2118","104.710,0000"
"13/12/2022","12:40:00","108.214,9063","108.455,1680","108.184,2345","108.337,5931","104.710,0000"
"13/12/2022","12:35:00","108.603,4146","108.623,8624","108.199,5704","108.209,7943","104.710,0000"
"13/12/2022","12:30:00","108.490,9516","108.608,5265","108.306,9214","108.603,4146","104.710,0000"
"13/12/2022","12:25:00","108.398,9365","108.557,4070","108.317,1453","108.490,9516","104.710,0000"
"13/12/2022","12:20:00","108.654,5341","108.680,0939","108.393,8246","108.393,8246","104.710,0000"
"13/12/2022","12:15:00","108.618,7504","108.772,1090","108.536,9592","108.659,6461","104.710,0000"
"13/12/2022","12:10:00","108.444,9441","108.710,7656","108.301,8094","108.618,7504","104.710,0000"
"13/12/2022","12:05:00","108.373,3768","108.465,3919","108.225,1302","108.444,9441","104.710,0000"
"13/12/2022","12:00:00","108.220,0182","108.439,8321","108.133,1150","108.373,3768","104.710,0000"
"13/12/2022","11:55:00","108.475,6158","108.516,5114","108.174,0106","108.225,1302","104.710,0000"
"13/12/2022","11:50:00","108.301,8094","108.547,1831","108.107,5553","108.470,5038","104.710,0000"
"13/12/2022","11:45:00","108.138,2270","108.342,7050","108.061,5477","108.296,6975","104.710,0000"
"13/12/2022","11:40:00","108.102,4433","108.281,3616","108.041,0999","108.133,1150","104.710,0000"
"13/12/2022","11:35:00","108.133,1150","108.235,3541","107.586,1362","108.107,5553","104.710,0000"
"13/12/2022","11:30:00","108.552,2951","108.659,6461","108.112,6672","108.138,2270","104.710,0000"
"13/12/2022","11:25:00","108.588,0787","108.664,7580","108.521,6234","108.552,2951","104.710,0000"
"13/12/2022","11:20:00","108.787,4448","108.894,7958","108.572,7429","108.588,0787","104.710,0000"
"13/12/2022","11:15:00","108.557,4070","108.884,5719","108.521,6234","108.792,5568","104.710,0000"
"13/12/2022","11:10:00","108.608,5265","108.807,8927","108.536,9592","108.562,5190","104.710,0000"
"13/12/2022","11:05:00","108.496,0636","108.695,4297","108.424,4963","108.608,5265","104.710,0000"
"13/12/2022","11:00:00","108.240,4660","108.552,2951","108.041,0999","108.496,0636","104.710,0000"
"13/12/2022","10:55:00","108.490,9516","108.562,5190","108.184,2345","108.240,4660","104.710,0000"
"13/12/2022","10:50:00","108.874,3480","109.089,0500","108.429,6082","108.485,8397","104.710,0000"
"13/12/2022","10:45:00","108.905,0197","109.002,1468","108.664,7580","108.874,3480","104.710,0000"
"13/12/2022","10:40:00","108.450,0560","109.165,7293","108.450,0560","108.910,1317","104.710,0000"
"13/12/2022","10:35:00","108.511,3995","108.680,0939","108.271,1377","108.444,9441","104.710,0000"
"13/12/2022","10:30:00","108.163,7867","109.395,7671","108.143,3389","108.511,3995","104.710,0000"
"13/12/2022","10:25:00","107.923,5250","108.332,4811","107.739,4947","108.163,7867","104.710,0000"
"13/12/2022","10:20:00","108.122,8911","108.174,0106","107.897,9652","107.923,5250","104.710,0000"
"13/12/2022","10:15:00","108.087,1075","108.168,8987","107.882,6294","108.122,8911","104.710,0000"
"13/12/2022","10:10:00","108.260,9138","108.332,4811","108.005,3162","108.087,1075","104.710,0000"
"13/12/2022","10:05:00","108.317,1453","108.373,3768","108.030,8760","108.260,9138","104.710,0000"
"13/12/2022","10:00:00","108.020,6521","108.383,6007","107.969,5326","108.322,2572","104.710,0000"
"13/12/2022","09:55:00","107.984,8684","108.122,8911","107.943,9728","108.020,6521","104.710,0000"
"13/12/2022","09:50:00","107.867,2935","108.030,8760","107.841,7338","107.984,8684","104.710,0000"
"13/12/2022","09:45:00","107.744,6067","107.872,4055","107.693,4872","107.867,2935","104.710,0000"
"13/12/2022","09:40:00","107.811,0621","107.831,5099","107.708,8230","107.744,6067","104.710,0000"
"13/12/2022","09:35:00","107.969,5326","108.005,3162","107.765,0545","107.811,0621","104.710,0000"
"13/12/2022","09:30:00","107.795,7262","107.979,7565","107.724,1589","107.969,5326","104.710,0000"
"13/12/2022","09:25:00","107.724,1589","107.903,0772","107.688,3752","107.800,8382","104.710,0000"
"13/12/2022","09:20:00","107.407,2179","107.734,3828","107.381,6581","107.724,1589","104.710,0000"
"13/12/2022","09:15:00","107.667,9274","107.673,0394","107.402,1059","107.402,1059","104.710,0000"
"13/12/2022","09:10:00","107.857,0696","107.959,3087","107.642,3677","107.667,9274","104.710,0000"
